Regulator	Target	MI	pvalue
KDM4A	AMBRA1	0.1909112612691739	0.0031681260384378573
KAT2A	RAPGEFL1	0.19051751360044866	0.0031681260384378573
ZC3H8	WDR12	0.2626942193141721	4.956476429285317E-8
SPDEF	BAIAP2	0.34288370496309833	4.956476429285317E-8
ZFP161	METTL4	0.23967894294502745	0.0031681260384378573
DYRK1B	ZNF446	0.4547606163549516	0.0
SALL2	MPP2	0.29136475724457345	0.0031681260384378573
KCNH1	HHAT	0.38155095230555314	0.0
MLXIPL	ADIPOQ	0.4874895984421577	0.0
ZEB1	DLC1	0.6370470340619581	0.0031681260384378573
MED28	RAB28	0.19190988760325228	1.3370095167997142E-5
ARID5A	WNT6	0.3187417319975081	1.3370095167997142E-5
SCML4	NELL2	0.29055784079165115	0.0031681260384378573
FLNA	NDUFA5	0.2752593460847684	4.956476429285317E-8
SOLH	CORO7	0.42802071350404314	1.3370095167997142E-5
MEOX1	C7	0.694769283669761	0.0
MYST2	DHX40	0.49626287035911576	0.0
ZFP62	KIAA1191	0.250384986584808	0.0031681260384378573
CCNA2	MND1	0.8032685443703492	0.0
LRCH4	PVRIG	0.2807511203335873	0.0031681260384378573
PAX9	PTPN3	0.16924588117271422	0.0031681260384378573
CTNNBIP1	KIAA2013	0.31634683924322526	0.0
RXRA	TBC1D13	0.3638932561551432	0.0
ZNF318	CEP192	0.47068051344280704	0.0
SUMO1	SSB	0.33323488275397095	0.0
ZNF844	KIAA1737	0.3641231279159207	1.3370095167997142E-5
TNFRSF4	CHST12	0.4404822261205279	1.3370095167997142E-5
MCM5	MOGS	0.3155876170160401	0.0031681260384378573
ZFP106	VPS13C	0.6095248717269183	4.956476429285317E-8
ZFP106	VPS13D	0.5721766629877505	0.0
UBA52	C12orf45	0.3536703162321255	0.0031681260384378573
CCNL2	FAM13AOS	0.3015630463890993	4.956476429285317E-8
SOX17	AG2	0.4802702159822285	4.956476429285317E-8
TAF5	PCGF6	0.3631956247856147	0.0
HIVEP1	SOS1	0.41993365784660386	1.3370095167997142E-5
ELK4	PFKFB2	0.24155133256754963	1.3370095167997142E-5
ZNF131	C5orf22	0.36535812330438344	0.0031681260384378573
NR2F6	GTPBP3	0.4208301062618557	0.0
BHLHE40	CA12	0.37875280590572813	0.0031681260384378573
ZNF131	C5orf28	0.27923674011545696	0.0
ALS2CR8	GPATCH8	0.4960073707809441	1.3370095167997142E-5
ZNF131	C5orf34	0.32573102749324806	0.0
IGF1	FGF7	0.6021249253432058	4.956476429285317E-8
E2F4	ZC3H18	0.4330700892052798	0.0
USP21	LGTN	0.19552227492743657	0.0031681260384378573
PRDM8	FYN	0.6610229918348729	0.0031681260384378573
MCM5	CCHCR1	0.3305470818378986	0.0031681260384378573
MED25	GRAMD1A	0.4133719281533013	4.956476429285317E-8
HIC2	YPEL1	0.19558499504193189	1.3370095167997142E-5
FOXA1	EN1	0.4193882775076221	0.0031681260384378573
BACH1	CSGALNACT2	0.37508831954332067	0.0
AFF1	POLK	0.5237246836934735	0.0031681260384378573
ZNF837	SPPL2B	0.5473205011056781	0.0031681260384378573
TCEAL7	TMEM35	0.4575022776902695	0.0031681260384378573
ZNF428	TMEM160	0.5961911133401182	0.0
ZMYND10	CCNO	0.3456531598579195	1.3370095167997142E-5
ZNF737	ARHGAP32	0.31396192230208286	0.0031681260384378573
FABP4	PLA2G2A	0.35066643837021855	4.956476429285317E-8
ZNF256	ZNF773	0.4336308461814977	0.0031681260384378573
GRHL2	STRBP	0.35499648219007574	0.0031681260384378573
ZNF511	EXOC6B	0.44823969449669354	0.0031681260384378573
TRIM25	TRAF3	0.16932143709956474	4.956476429285317E-8
NFATC3	ZFP1	0.4093114593821028	0.0031681260384378573
HDGF	CDC20	0.5147038028995066	0.0031681260384378573
PRKDC	RBL1	0.49306328421841683	0.0031681260384378573
HDGF	CDCA3	0.5066747307927724	1.3370095167997142E-5
HDGF	CDCA8	0.5052675813922395	1.3370095167997142E-5
TESC	RPL10A	0.19937956299715154	0.0031681260384378573
MORC2	NIPSNAP1	0.3151699104733259	0.0031681260384378573
FHL5	RGS7BP	0.4668497661188022	1.3370095167997142E-5
TFAP2B	MUC6	0.20391009100389415	1.3370095167997142E-5
ZNF358	CTDSP1	0.3800979893562948	0.0031681260384378573
FOXP3	IL4I1	0.46825881556356463	0.0
SUMO1	TSN	0.25788598914856475	0.0031681260384378573
ZNF688	CHCHD5	0.5378051715157115	0.0031681260384378573
C5orf41	MRPS12	0.5804598000882762	1.3370095167997142E-5
CARD11	FMNL1	0.8982824375278395	0.0031681260384378573
ARHGAP22	IFFO1	0.48968499274901395	0.0
C5orf41	MRPS17	0.3917740565745846	4.956476429285317E-8
KDM2A	TPCN2	0.23022294352213496	0.0
TMPO	XPO1	0.5015375928046897	0.0031681260384378573
TAF1D	JRKL	0.2791196715367817	0.0
RAN	HN1	0.4986927715129289	1.3370095167997142E-5
GCLC	ICK	0.28736430757532583	4.956476429285317E-8
ZC3H12C	MPP6	0.4664988704120189	1.3370095167997142E-5
ZMAT5	NHP2L1	0.40264607494964616	4.956476429285317E-8
LZTR1	DGCR2	0.3224985147559787	1.3370095167997142E-5
BRD7	ITFG1	0.30510400819567646	0.0
EBF3	AOX1	0.5217998000064603	0.0031681260384378573
CBX8	LRRC45	0.517799446560763	0.0
SETD7	DCAF15	0.37692134126125487	0.0031681260384378573
PHB2	NPM3	0.32496687611609926	0.0
SMARCC1	RAD18	0.3560610579140967	0.0
DMTF1	CROCCL2	0.3738974999976545	4.956476429285317E-8
ZBED1	GALNT2	0.18178620256814018	1.3370095167997142E-5
EZH1	CCDC146	0.29594202734027775	0.0031681260384378573
ADORA2A	TBC1D10C	0.2750309564622289	4.956476429285317E-8
NOTCH2	NBPF14	0.4218533779707523	0.0031681260384378573
NOTCH2	NBPF10	0.5093143030043201	0.0
FLII	FXR2	0.20810499324395804	0.0
TWIST2	PTH1R	0.6643523897138003	1.3370095167997142E-5
HIC1	PODN	0.6412897721154617	4.956476429285317E-8
ZNHIT1	IREB2	0.5641315760905876	0.0031681260384378573
CBX7	SCN4B	0.4710446411939622	4.956476429285317E-8
E2F4	CC2D1B	0.28215528698693904	0.0031681260384378573
SUPT5H	MLL4	0.3563119434420825	0.0031681260384378573
IKZF1	CTSS	0.6789019475014112	4.956476429285317E-8
CTNND2	PFKM	0.17498798185570283	1.3370095167997142E-5
CRTC2	VPS72	0.5550656445885089	0.0
NRIP2	DHH	0.45200222019391645	0.0031681260384378573
POLR3C	LGTN	0.1889477947100977	0.0031681260384378573
MTA2	C11orf84	0.39312643345823844	0.0
ASCC1	PPA1	0.2059051122907305	0.0031681260384378573
ASH2L	STAR	0.2388326566702177	0.0
NUP62	CDT1	0.43121157087353323	1.3370095167997142E-5
HDAC6	FBF1	0.198833204370225	0.0031681260384378573
ZFP36	RASD1	0.4023811107602134	4.956476429285317E-8
FABP4	PDE2A	0.6948952569636857	4.956476429285317E-8
FABP4	PDE1B	0.5957562638429754	1.3370095167997142E-5
ZFR	BCLAF1	0.5412925609697345	4.956476429285317E-8
FABP4	PDE3B	0.511919224284494	0.0
MLL2	METTL5	0.2774308307384066	0.0031681260384378573
ZNF24	RALGAPA1	0.4070952531341554	0.0
ASH2L	TRIM35	0.3064430131415074	1.3370095167997142E-5
CREB3	RABAC1	0.33016516093698356	0.0
ZFP64	OSBPL2	0.23459493408778598	0.0031681260384378573
SIRT6	MOGS	0.4432447078825452	0.0031681260384378573
TLR4	GPR34	0.7467357118705911	0.0
TLR4	GPR65	0.5671335522692402	4.956476429285317E-8
RBBP4	PPP1R8	0.3154653301789884	0.0
TRIB3	ABHD11	0.3142250322808254	1.3370095167997142E-5
CBFB	DYNC1LI2	0.2956342865807384	0.0
BUD31	NAA38	0.35174896566491504	1.3370095167997142E-5
ZC3H12D	ARHGAP30	0.697177901228651	0.0
ZNHIT1	ASXL2	0.5957183032739799	1.3370095167997142E-5
SOX10	ZNF488	0.38700511066017107	4.956476429285317E-8
EPC2	ROMO1	0.5727413108918282	1.3370095167997142E-5
MKL1	EIF3D	0.25241748478328335	1.3370095167997142E-5
PHB2	NOP2	0.3346903425883279	0.0
LASS2	GBA	0.2601529266084386	4.956476429285317E-8
RPS6KA4	DKFZp761E198	0.2837484257210019	0.0031681260384378573
ZNF146	USP1	0.4258194641110237	0.0
CAND1	PTGES3	0.2460534381095254	0.0031681260384378573
NMRAL1	THOC6	0.6583843801379204	1.3370095167997142E-5
SOX10	NTRK3	0.45782419283562364	0.0
SAFB	TCOF1	0.4093331574113089	4.956476429285317E-8
TMX1	C14orf129	0.29966583772076394	0.0031681260384378573
ZNF132	DIXDC1	0.3168047776013525	0.0031681260384378573
ZNF497	NCRNA00181	0.40013878587485086	0.0
RARA	RAB11FIP3	0.3176965095714126	0.0031681260384378573
ATF6	UHMK1	0.6609339344153401	1.3370095167997142E-5
MYST2	NOL11	0.3289620897573291	0.0031681260384378573
STAT2	N4BP1	0.25364344428341923	0.0031681260384378573
AGRN	PAIP2	0.2276597992743829	1.3370095167997142E-5
IL6R	C14orf49	0.4545445374734106	1.3370095167997142E-5
LIF	PLK3	0.3676043463095015	0.0
SRA1	UQCRQ	0.4900594723305086	0.0
ZNF688	DCUN1D1	0.5065202592075118	1.3370095167997142E-5
DRAP1	COPE	0.5989461922844713	1.3370095167997142E-5
ZNF146	PHLDA3	0.3286896447917449	0.0031681260384378573
BCL11A	LMO4	0.40978650075416495	1.3370095167997142E-5
C14orf43	PER2	0.36112882152551473	1.3370095167997142E-5
ZNF169	ARL17B	0.19223864507902255	0.0031681260384378573
TCEAL4	TCEAL3	0.9354519830792116	0.0
TCEAL4	TCEAL1	0.73796331889838	0.0
FOXC1	CA13	0.3306394487093211	4.956476429285317E-8
PLAGL1	GALNT12	0.48067183903424726	0.0031681260384378573
DNTTIP2	BCAS2	0.29951641027599313	4.956476429285317E-8
TLE4	TMEM71	0.5251914219313004	1.3370095167997142E-5
TBX18	ELOVL4	0.4619512359428667	1.3370095167997142E-5
MZF1	WDR6	0.29941476033835124	0.0031681260384378573
UHRF1	TROAP	0.8610358377750109	0.0031681260384378573
BNC2	ODZ3	0.6850180134476636	0.0
BNC2	ODZ4	0.701375574389918	0.0
ZGPAT	C14orf80	0.6074442463441205	1.3370095167997142E-5
NLRP3	CYTH4	0.5865968560749522	1.3370095167997142E-5
CCNL2	CSAD	0.31782159965682566	0.0031681260384378573
FOXN2	INPP4A	0.334322303433683	1.3370095167997142E-5
PUF60	KIAA0494	0.4089423138320578	0.0031681260384378573
TCEAL7	LDB2	0.6584778783279406	0.0031681260384378573
FOXA1	TRIM62	0.33569099792231466	0.0
LZTFL1	EFCAB6	0.36297122129300624	0.0
TCEAL1	HNRNPH2	0.3433205702788382	0.0
ZDHHC20	DGKH	0.3771940162637886	1.3370095167997142E-5
PEG3	TSHZ2	0.41386676994905924	0.0031681260384378573
MEF2D	YWHAQ	0.2578971104858896	0.0031681260384378573
TAF2	FBXW4	0.4013852154644859	0.0031681260384378573
ZBTB7A	PIP5K1C	0.31997306272043397	0.0
IKZF5	TRUB1	0.35172004493440845	4.956476429285317E-8
CARD11	ARID3B	0.21778757382551373	0.0031681260384378573
XRCC6	NF2	0.30078277810032716	0.0
LDB1	SFXN2	0.21404771863038974	0.0031681260384378573
CREBBP	EEF2K	0.30437610981504015	0.0031681260384378573
SFPQ	CDCA8	0.47882348973249567	0.0
ZCCHC24	DIRAS1	0.3026798546598477	0.0031681260384378573
CENPF	CKAP2L	0.9274707201462092	0.0
HOXD10	HOXD11	0.19247079921127136	1.3370095167997142E-5
ETV6	SOX9	0.3125277995612597	0.0
SFPQ	CDC20	0.43144415603128905	0.0
ZC3H10	CCDC71	0.2714266295241027	1.3370095167997142E-5
NFKB2	IL4I1	0.44898735165829207	0.0031681260384378573
PPARA	MAML2	0.5473889548972705	0.0
PPRC1	SNHG4	0.2114767579894754	0.0031681260384378573
CDX1	RAB33A	0.31277293513473325	0.0031681260384378573
FOXP1	AGR2	0.3311233695554716	0.0031681260384378573
ZNF230	ZNF416	0.3809961745978836	0.0031681260384378573
ZNF831	AKNA	0.7511008811258681	0.0031681260384378573
ZNF668	SLC39A13	0.4518916200359975	0.0
FST	TMEM90B	0.4104531890367354	4.956476429285317E-8
TCF4	RECK	0.8338306911454563	1.3370095167997142E-5
FOXC1	CAV2	0.6329563334672932	0.0
HCFC1	SFRS14	0.22721689487475305	0.0031681260384378573
TERF2	GABARAPL2	0.26524944249029314	0.0031681260384378573
ZNF395	KPNA2	0.32153821171322783	0.0
SCYL1	FADD	0.34260055443709997	1.3370095167997142E-5
ZNF644	USP34	0.5151022738482638	0.0031681260384378573
ZNF76	BAT1	0.28218097766349964	1.3370095167997142E-5
ZNF444	HSPBP1	0.694230857019707	0.0
USP21	NDUFS2	0.4142814890546349	1.3370095167997142E-5
PURA	C5orf53	0.3476412642463734	0.0
IKZF1	CYLD	0.3449563353687126	0.0031681260384378573
ZMYM4	EIF2C3	0.422688061321979	0.0031681260384378573
PPARD	FANCE	0.2925663919240682	4.956476429285317E-8
KDM4A	GPBP1L1	0.3038501034014415	1.3370095167997142E-5
HDAC4	RIMS3	0.4044088120706017	0.0
IRF4	NME7	0.1812616849831643	0.0031681260384378573
C20orf20	RBM38	0.3363606841508057	0.0
MAPRE3	GNAZ	0.19679706134916164	0.0031681260384378573
ASXL2	BIRC6	1.0191910434553917	0.0
THAP11	DDX19B	0.2939267471678446	0.0031681260384378573
KLF6	ERRFI1	0.2601683955441898	0.0031681260384378573
CSDE1	FAM76A	0.2796055141200915	0.0031681260384378573
PURA	C5orf41	0.423357085341482	1.3370095167997142E-5
NDN	GNG11	0.7938576830421569	0.0
ETS1	IL7R	0.5510807479609373	0.0
PCGF3	C6orf70	0.18106492420155496	0.0031681260384378573
ETS1	IL6R	0.4262578711681029	0.0031681260384378573
ZNHIT1	PLOD3	0.38807065730192547	0.0031681260384378573
KCNIP3	SPEG	0.23771022602616845	4.956476429285317E-8
RDBP	ZNRD1	0.5470145586656153	0.0
YWHAB	PHF1	0.2782399962142226	0.0031681260384378573
RDBP	CCHCR1	0.5264099532940723	0.0
IL16	SPN	0.8122659899414055	0.0031681260384378573
SCAND1	FAM3A	0.5829112218690542	0.0031681260384378573
GATA3	PLCD4	0.3603349217470103	0.0
GPBP1L1	ZZZ3	0.37109443811041753	0.0031681260384378573
GPBP1	SSBP2	0.24286023438967175	0.0031681260384378573
ZFYVE26	DCAF5	0.403173604064372	0.0
IL6	CCL13	0.3259118003107268	4.956476429285317E-8
ERCC2	DMWD	0.3562955406140562	0.0
ZXDA	CCNT1	0.5397046985061758	1.3370095167997142E-5
ZBTB11	ARMC8	0.40510898501233794	0.0031681260384378573
LRCH4	ORAI2	0.30407979027118676	1.3370095167997142E-5
SSBP4	NPDC1	0.4366320101105865	0.0
TBX2	TMEM204	0.47238983788454736	0.0
TBX21	EMID2	0.21808725523172812	0.0031681260384378573
PHF20	RPRD1B	0.41714547726849477	1.3370095167997142E-5
CALR	PRKCSH	0.35392368958296105	1.3370095167997142E-5
HES2	C2orf54	0.19488728397376312	0.0
RPL7L1	ANKS1A	0.363837487998835	0.0
ZNF100	ZNF43	0.6313820402731181	0.0
ZC3H7B	C22orf46	0.2961438630970542	0.0
ERG	ELTD1	1.1253632537884175	0.0
ZBTB41	TSNAX	0.4568083069388214	4.956476429285317E-8
TSHZ2	FAM70A	0.5047897441442257	1.3370095167997142E-5
BRCA2	CKAP2	0.538205153509392	0.0
HIF1AN	SUFU	0.2525496776591565	0.0
FOXS1	EXOC3L2	0.4885175036207669	0.0
ADRB2	S1PR1	0.604560082773423	0.0031681260384378573
BCLAF1	TNIP2	0.4336307364705536	0.0031681260384378573
YWHAH	FCGR1C	0.2247731164628206	1.3370095167997142E-5
YWHAH	FCGR1A	0.2578344398386274	0.0
YWHAH	FCGR1B	0.24069792586109573	0.0031681260384378573
YWHAH	FCGR2A	0.23854443981868845	0.0
USP21	ZNF692	0.3931740367787361	1.3370095167997142E-5
SIN3B	GOLGA6L5	0.20712699080871158	1.3370095167997142E-5
TCF25	KATNB1	0.5136926226345263	1.3370095167997142E-5
RAN	PTTG1	0.5138260504142911	0.0031681260384378573
ASF1A	NUS1	0.4977001148863557	0.0
ZBTB2	PPIL4	0.24662062201099705	0.0
PGR	PDCD4	0.2289313603826515	4.956476429285317E-8
BCL11A	PLEKHB1	0.25408549721186313	0.0031681260384378573
C14orf156	COX17	0.3944048584024469	0.0031681260384378573
C14orf156	COX16	0.5083644216346499	0.0
IRAK2	ZEB2	0.3635483347147437	0.0031681260384378573
PHF5A	UQCRH	0.306765502794459	0.0
C14orf156	COX7C	0.45034020496499105	0.0
C14orf156	COX7B	0.42804279355484937	0.0
ZNF230	ZNF222	0.5122752972541715	0.0
ZNF230	ZNF223	0.6816372184517993	0.0
RNF10	ZNF140	0.17281861015158353	4.956476429285317E-8
ZNF230	ZNF226	0.5625831530765061	4.956476429285317E-8
ZNF230	ZNF224	0.5606044515480373	0.0031681260384378573
ZNF831	P2RY8	0.8300615778213986	0.0
E4F1	WFIKKN1	0.3216385578337155	1.3370095167997142E-5
C14orf156	COX5A	0.3453293012053672	1.3370095167997142E-5
PHF10	SENP6	0.28058628006948505	1.3370095167997142E-5
IRF4	FCRL5	1.0147316396711725	0.0031681260384378573
YWHAH	FCGR3A	0.22435311847777228	0.0
TP63	CLCA2	0.34402518028289997	0.0
ZNF408	SLC39A13	0.42278781862755127	4.956476429285317E-8
HNRNPAB	CRIM1	0.45075882115716437	1.3370095167997142E-5
PPARG	CD36	0.6535491846882928	0.0031681260384378573
ZNF277	MKRN1	0.19166333495996657	0.0031681260384378573
LCOR	ZNF678	0.6136624115880547	1.3370095167997142E-5
ZNF620	SALL2	0.2644709957265445	0.0
CEBPA	TMEM132C	0.39889969055519464	1.3370095167997142E-5
BCL6B	TIE1	0.9208551641631928	0.0
HELLS	UHRF1	0.5947150560809196	0.0031681260384378573
TLR4	GPNMB	0.5013770262977312	4.956476429285317E-8
HEY1	ESAM	0.4283776233415786	0.0031681260384378573
NFE2L1	PLEKHM1	0.24540516253028177	0.0031681260384378573
NFKBIB	C19orf61	0.3920380652122931	1.3370095167997142E-5
NFKBIB	C19orf47	0.400963480889382	0.0
ASF1B	C16orf75	0.6050283401114216	0.0
SFRS8	AGER	0.3360102285305515	0.0031681260384378573
NR1H2	EPN1	0.6657470398371186	0.0031681260384378573
HIC1	SLC45A1	0.2708013655107015	1.3370095167997142E-5
ATXN7	TMF1	0.4876483487390193	0.0
ELOF1	FARSA	0.5549427089895497	4.956476429285317E-8
KAT2A	CAP1	0.22712384666248142	0.0031681260384378573
EYA3	ZSCAN20	0.4391059602565079	1.3370095167997142E-5
TERF2IP	MLYCD	0.27290739956865107	0.0
NRG1	MME	0.4711347100266954	0.0031681260384378573
TRIP11	SEL1L	0.4825793476912105	0.0
BCL11A	CHI3L1	0.4450428744059408	1.3370095167997142E-5
MSL3	CABP4	0.2785281919532525	0.0031681260384378573
CDCA7	NASP	0.3893376646871201	0.0
TESC	GRRP1	0.49059204894943104	0.0
CBX8	AZI1	0.490741950285418	0.0031681260384378573
SUPT4H1	ZNHIT3	0.32575281762339103	0.0031681260384378573
NR1H2	NUCB1	0.4692576382832539	0.0
EN1	CYP27C1	0.3879590537748325	0.0
LZTS1	GPR124	0.5425202283344559	0.0
ZNF230	ZNF155	0.5309015463844922	0.0
ELF4	SLC25A43	0.19991959688979416	1.3370095167997142E-5
TRIM27	ZNRD1	0.3891943827362996	0.0031681260384378573
AFF1	GLCCI1	0.2996761725867827	0.0031681260384378573
PRDM15	SETDB1	0.21607882358218702	4.956476429285317E-8
YBX1	SPG11	0.4134650193546747	0.0
CREB3L2	SLC37A3	0.2649229585974169	0.0
ZMYND10	FANK1	0.4441395071534539	0.0
CTNND2	PCTP	0.2136835167926583	0.0031681260384378573
E2F1	C20orf20	0.44060524856815064	0.0031681260384378573
MYST2	CDK12	0.41828864696741463	1.3370095167997142E-5
SOX4	DNMT3A	0.31895417355406624	0.0
ZNF415	ZNF665	0.38418583380978844	0.0
HMGB2	HNRNPD	0.33370193144365157	0.0
SALL1	C14orf37	0.5673949853178604	1.3370095167997142E-5
MBD2	DNAJC15	0.16512305334839147	1.3370095167997142E-5
ZNF579	MYPOP	0.48318393864783304	1.3370095167997142E-5
APEX1	HNRNPC	0.2523856869375701	1.3370095167997142E-5
MYST1	LUC7L	0.47792914524131774	0.0
SNF8	MRPL27	0.636297198093599	0.0
YBX1	KIAA1737	0.3324583258718421	0.0031681260384378573
CASZ1	CELSR2	0.283369546946062	0.0031681260384378573
DMD	PALM2-AKAP2	0.6216584383273634	4.956476429285317E-8
CDK7	KRT18	0.27674347308502867	4.956476429285317E-8
PTGES2	NCLN	0.5445384698138354	0.0031681260384378573
CEBPA	CAMK1	0.35112184873892094	0.0031681260384378573
LDB2	GPR116	0.8694420405215362	0.0031681260384378573
YEATS2	GAMT	0.43043164875993356	0.0
ZNF789	TMEM151B	0.2672553517105385	0.0031681260384378573
ZNF292	BCLAF1	0.5212823032677536	1.3370095167997142E-5
ETV3L	GEMIN4	0.23115233116998057	0.0031681260384378573
AR	ADAMTS15	0.32697655467186504	0.0031681260384378573
ZNF596	C8orf79	0.32687773323860514	1.3370095167997142E-5
ZNF295	ARL5B	0.3861257819788022	0.0031681260384378573
ZNF469	HHIPL1	0.39830703932961	0.0
IGHMBP2	LOC100130987	0.24671223761583871	0.0
ZNF596	C8orf42	0.22156674393669315	4.956476429285317E-8
SBNO2	APBA3	0.4556851254943358	0.0
TEF	PER3	0.47966582433649163	0.0
ESF1	FASTKD5	0.28631223744789036	1.3370095167997142E-5
MLXIPL	CAMK1	0.32543703362799903	0.0031681260384378573
GABPA	MORC3	0.5551237926785311	0.0
ZNF843	LOC389333	0.21859231513031285	0.0031681260384378573
TCEAL1	MORF4L2	0.38515615043057405	0.0
ZNF789	LOC100132215	0.24766507083288883	1.3370095167997142E-5
YAF2	IRAK4	0.21412509012739456	0.0
LZTFL1	NEK4	0.39249488496320417	4.956476429285317E-8
YWHAH	PHF5A	0.22040701300499452	4.956476429285317E-8
PRRX1	CCDC109A	0.24769313755825767	0.0
YBX1	SPEF2	0.39709373966461414	0.0
ELK4	TMPPE	0.4750479669559253	0.0031681260384378573
IL16	GP5	0.3214424669299155	0.0
ZNF566	ZNF565	0.3498069276851853	1.3370095167997142E-5
ARHGAP22	COTL1	0.45822111052030745	0.0
BRCA1	SUZ12	0.3997678242081385	0.0
RC3H2	CNOT1	0.4723038349508705	1.3370095167997142E-5
STAT1	WDFY1	0.2894217522632194	0.0031681260384378573
SPIB	NCR3	0.6371642757351799	0.0031681260384378573
YBX1	FAM63A	0.3758492413388983	0.0031681260384378573
PARP14	OAS2	0.681224328375128	0.0
PARP14	OAS3	0.6822092828927357	0.0
PARP14	OAS1	0.48023828553258163	0.0
SLA2	UBASH3A	1.243886283072903	0.0
ZEB2	PRKACB	0.32555237653084346	0.0031681260384378573
ZNF664	PTPN11	0.3478243986124435	0.0
ZNF276	FAM193B	0.40933831352350536	0.0
ATOH8	INMT	0.677358136569221	0.0031681260384378573
HIC1	NRXN2	0.4566227507926187	0.0
BCL11A	DGCR5	0.3007740184460593	1.3370095167997142E-5
TAF2	IARS	0.43443428024941666	1.3370095167997142E-5
CRK	DHX33	0.44431314074635553	1.3370095167997142E-5
SAP130	ANAPC1	0.3458778002204017	0.0031681260384378573
DTX1	TNXB	0.4731369892261091	4.956476429285317E-8
IKZF3	ZNF831	0.671699340415046	0.0031681260384378573
PTTG1	SKA1	0.8652892779258036	0.0
DEK	COQ4	0.37163970028873755	4.956476429285317E-8
SARNP	DYNLL1	0.37303838089287683	4.956476429285317E-8
DNAJA3	PMM2	0.40058379275775113	4.956476429285317E-8
LZTS1	GRID1	0.4499490864761704	0.0031681260384378573
BRIP1	DCAF7	0.48121257927605027	0.0
TBPL1	RPF2	0.42710296716712065	0.0
CCNL2	CLK1	0.34388017406691135	4.956476429285317E-8
PBX4	S1PR4	0.36079765497571614	1.3370095167997142E-5
UBA3	SHQ1	0.2436922302451563	0.0031681260384378573
CSDC2	TAGLN	0.4865536885714181	0.0031681260384378573
SNAPC4	WDR85	0.5057507573137401	0.0
ATAD2	PLAC9	0.4188059571670024	1.3370095167997142E-5
CCNA2	NEIL3	1.0501535019641737	0.0
ZNF397OS	PHF21A	0.2601523683091648	0.0
ZNF541	HOXC5	0.15634117164863026	0.0031681260384378573
POU2F3	NCRNA00167	0.12455067563721767	0.0031681260384378573
HOXD3	NOTCH4	0.4126759922433097	4.956476429285317E-8
ZNF84	SUDS3	0.27591149411062443	0.0031681260384378573
SPDEF	MMEL1	0.3632585210049836	0.0
POU3F1	GFI1	0.40161717524068785	0.0031681260384378573
HEYL	ACAN	0.23520924634614052	1.3370095167997142E-5
C1orf83	TTC4	0.2239729715483961	0.0
TBX21	C5orf56	0.39812175389667814	1.3370095167997142E-5
CBX3	HMGN1	0.28037264684367913	0.0031681260384378573
ZNF417	ZNF585B	0.5956400858942291	0.0
BLZF1	LYPLAL1	0.24448186573306147	1.3370095167997142E-5
NLRP3	INPP5D	0.6454490689620537	4.956476429285317E-8
ZDHHC12	PPP2R4	0.4429098948532436	1.3370095167997142E-5
RUNX2	VCAN	0.5830213851155113	0.0031681260384378573
BUD31	RHEB	0.2878606742708123	0.0031681260384378573
ZNF124	ANKRD36BP1	0.3884033659014377	4.956476429285317E-8
CENPK	POLQ	0.6630877681851821	1.3370095167997142E-5
ZNF566	ZNF461	0.576631618554939	4.956476429285317E-8
ZC3H15	PHF14	0.21869962371833312	1.3370095167997142E-5
YY1	HSP90AA1	0.29546751394022586	0.0031681260384378573
RASSF7	C1orf159	0.4736497812347483	1.3370095167997142E-5
C14orf156	TPRKB	0.2802153824483433	4.956476429285317E-8
GATAD2A	GLT25D1	0.32043891144973813	4.956476429285317E-8
IRAK1	BAK1	0.32009364255313927	4.956476429285317E-8
MAP2K1	TIPIN	0.19849282909619567	1.3370095167997142E-5
TFEC	BTK	0.8752119250268295	4.956476429285317E-8
ZEB1	ARL15	0.47227969746547593	0.0031681260384378573
ERF	CIC	0.49412973683249584	0.0
RB1	DIS3	0.43245586228374977	0.0031681260384378573
ARID4A	BDP1	0.54501964496224	0.0031681260384378573
BTG2	ARHGEF3	0.2299447806934863	4.956476429285317E-8
BACH1	MORC3	0.41294983816035735	0.0031681260384378573
SUPT7L	TRMT61B	0.17188260615381004	4.956476429285317E-8
BAZ1B	UBE3C	0.40200612212335746	0.0
REXO4	SURF6	0.7478345014342996	0.0
TRPS1	KIAA0196	0.28202961782167185	4.956476429285317E-8
ZNF217	OCLN	0.3708395105957616	0.0
DRAP1	PDAP1	0.5537540622960926	0.0
ZBTB12	B4GALNT4	0.3572908555465812	4.956476429285317E-8
ZNF259	RPUSD4	0.30954581449849955	4.956476429285317E-8
ZNF398	ABCF2	0.2851090178562841	0.0
ARID5A	KCNMB1	0.33554452451279393	0.0031681260384378573
PTTG1	KIF2C	0.9057471860819848	0.0
CREBZF	NKTR	0.3090884392210176	0.0
TCEB1	STAU2	0.3580269951798469	4.956476429285317E-8
ZNF70	TNRC6B	0.40670836814875355	0.0
BLZF1	C5orf44	0.29694491493432507	0.0031681260384378573
MCTS1	NDUFA1	0.37501740105562203	0.0
ZNF507	UBA2	0.3617039353974141	1.3370095167997142E-5
ETS2	CLEC1A	0.5683387447167112	0.0031681260384378573
ZCRB1	NUP37	0.2294498324015583	1.3370095167997142E-5
DEK	PAK1IP1	0.3802945872439501	0.0
WDR77	C3orf26	0.28686957997174733	0.0031681260384378573
TERF1	NUDCD1	0.4493296279578689	0.0031681260384378573
YWHAB	PTPN1	0.30417091421476633	1.3370095167997142E-5
